factor,source,active,original_family,proposed_family,mechanism,horizon,formula_units,definition,review_status,reason,representative_eligible,source_reference,semantic_resolved,replacement_hold_reason
alpha158_ROC10,alpha158,True,VolatilityRisk,RiskLottery,alpha158_roc,window_10,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Ref($close, 10)/$close",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_ROC20,alpha158,True,VolatilityRisk,RiskLottery,alpha158_roc,window_20,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Ref($close, 20)/$close",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_ROC30,alpha158,True,VolatilityRisk,RiskLottery,alpha158_roc,window_30,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Ref($close, 30)/$close",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_ROC5,alpha158,True,VolatilityRisk,RiskLottery,alpha158_roc,window_5,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Ref($close, 5)/$close",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_ROC60,alpha158,True,VolatilityRisk,RiskLottery,alpha158_roc,window_60,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Ref($close, 60)/$close",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_RSQR10,alpha158,False,VolatilityRisk,RiskLottery,alpha158_rsqr,window_10,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Rsquare($close, 10)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_RSQR20,alpha158,False,VolatilityRisk,RiskLottery,alpha158_rsqr,window_20,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Rsquare($close, 20)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_RSQR30,alpha158,False,VolatilityRisk,RiskLottery,alpha158_rsqr,window_30,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Rsquare($close, 30)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_RSQR5,alpha158,False,VolatilityRisk,RiskLottery,alpha158_rsqr,window_5,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Rsquare($close, 5)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_RSQR60,alpha158,False,VolatilityRisk,RiskLottery,alpha158_rsqr,window_60,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Rsquare($close, 60)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_RSV10,alpha158,False,VolatilityRisk,RiskLottery,alpha158_rsv,window_10,ratio_or_normalized_statistic,"Qlib Alpha158 expression: ($close-Min($low, 10))/(Max($high, 10)-Min($low, 10)+1e-12)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_RSV20,alpha158,True,VolatilityRisk,RiskLottery,alpha158_rsv,window_20,ratio_or_normalized_statistic,"Qlib Alpha158 expression: ($close-Min($low, 20))/(Max($high, 20)-Min($low, 20)+1e-12)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_RSV30,alpha158,True,VolatilityRisk,RiskLottery,alpha158_rsv,window_30,ratio_or_normalized_statistic,"Qlib Alpha158 expression: ($close-Min($low, 30))/(Max($high, 30)-Min($low, 30)+1e-12)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_RSV5,alpha158,False,VolatilityRisk,RiskLottery,alpha158_rsv,window_5,ratio_or_normalized_statistic,"Qlib Alpha158 expression: ($close-Min($low, 5))/(Max($high, 5)-Min($low, 5)+1e-12)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_RSV60,alpha158,True,VolatilityRisk,RiskLottery,alpha158_rsv,window_60,ratio_or_normalized_statistic,"Qlib Alpha158 expression: ($close-Min($low, 60))/(Max($high, 60)-Min($low, 60)+1e-12)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_STD10,alpha158,True,VolatilityRisk,RiskLottery,alpha158_std,window_10,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Std($close, 10)/$close",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_STD20,alpha158,False,VolatilityRisk,RiskLottery,alpha158_std,window_20,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Std($close, 20)/$close",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_STD30,alpha158,False,VolatilityRisk,RiskLottery,alpha158_std,window_30,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Std($close, 30)/$close",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_STD5,alpha158,True,VolatilityRisk,RiskLottery,alpha158_std,window_5,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Std($close, 5)/$close",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_STD60,alpha158,False,VolatilityRisk,RiskLottery,alpha158_std,window_60,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Std($close, 60)/$close",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_SUMD10,alpha158,True,MomentumTrend,ReturnDynamics,alpha158_sumd,window_10,ratio_or_normalized_statistic,"Qlib Alpha158 expression: (Sum(Greater($close-Ref($close, 1), 0), 10)-Sum(Greater(Ref($close, 1)-$close, 0), 10))/(Sum(Abs($close-Ref($close, 1)), 10)+1e-12)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_SUMD20,alpha158,True,MomentumTrend,ReturnDynamics,alpha158_sumd,window_20,ratio_or_normalized_statistic,"Qlib Alpha158 expression: (Sum(Greater($close-Ref($close, 1), 0), 20)-Sum(Greater(Ref($close, 1)-$close, 0), 20))/(Sum(Abs($close-Ref($close, 1)), 20)+1e-12)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_SUMD30,alpha158,True,MomentumTrend,ReturnDynamics,alpha158_sumd,window_30,ratio_or_normalized_statistic,"Qlib Alpha158 expression: (Sum(Greater($close-Ref($close, 1), 0), 30)-Sum(Greater(Ref($close, 1)-$close, 0), 30))/(Sum(Abs($close-Ref($close, 1)), 30)+1e-12)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_SUMD5,alpha158,False,MomentumTrend,ReturnDynamics,alpha158_sumd,window_5,ratio_or_normalized_statistic,"Qlib Alpha158 expression: (Sum(Greater($close-Ref($close, 1), 0), 5)-Sum(Greater(Ref($close, 1)-$close, 0), 5))/(Sum(Abs($close-Ref($close, 1)), 5)+1e-12)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_SUMD60,alpha158,True,MomentumTrend,ReturnDynamics,alpha158_sumd,window_60,ratio_or_normalized_statistic,"Qlib Alpha158 expression: (Sum(Greater($close-Ref($close, 1), 0), 60)-Sum(Greater(Ref($close, 1)-$close, 0), 60))/(Sum(Abs($close-Ref($close, 1)), 60)+1e-12)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_SUMN10,alpha158,True,MomentumTrend,ReturnDynamics,alpha158_sumn,window_10,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Sum(Greater(Ref($close, 1)-$close, 0), 10)/(Sum(Abs($close-Ref($close, 1)), 10)+1e-12)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_SUMN20,alpha158,True,MomentumTrend,ReturnDynamics,alpha158_sumn,window_20,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Sum(Greater(Ref($close, 1)-$close, 0), 20)/(Sum(Abs($close-Ref($close, 1)), 20)+1e-12)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_SUMN30,alpha158,True,MomentumTrend,ReturnDynamics,alpha158_sumn,window_30,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Sum(Greater(Ref($close, 1)-$close, 0), 30)/(Sum(Abs($close-Ref($close, 1)), 30)+1e-12)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_SUMN5,alpha158,False,MomentumTrend,ReturnDynamics,alpha158_sumn,window_5,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Sum(Greater(Ref($close, 1)-$close, 0), 5)/(Sum(Abs($close-Ref($close, 1)), 5)+1e-12)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_SUMN60,alpha158,True,MomentumTrend,ReturnDynamics,alpha158_sumn,window_60,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Sum(Greater(Ref($close, 1)-$close, 0), 60)/(Sum(Abs($close-Ref($close, 1)), 60)+1e-12)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_SUMP10,alpha158,True,MomentumTrend,ReturnDynamics,alpha158_sump,window_10,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Sum(Greater($close-Ref($close, 1), 0), 10)/(Sum(Abs($close-Ref($close, 1)), 10)+1e-12)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_SUMP20,alpha158,True,MomentumTrend,ReturnDynamics,alpha158_sump,window_20,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Sum(Greater($close-Ref($close, 1), 0), 20)/(Sum(Abs($close-Ref($close, 1)), 20)+1e-12)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_SUMP30,alpha158,True,MomentumTrend,ReturnDynamics,alpha158_sump,window_30,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Sum(Greater($close-Ref($close, 1), 0), 30)/(Sum(Abs($close-Ref($close, 1)), 30)+1e-12)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_SUMP5,alpha158,False,MomentumTrend,ReturnDynamics,alpha158_sump,window_5,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Sum(Greater($close-Ref($close, 1), 0), 5)/(Sum(Abs($close-Ref($close, 1)), 5)+1e-12)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha158_SUMP60,alpha158,True,MomentumTrend,ReturnDynamics,alpha158_sump,window_60,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Sum(Greater($close-Ref($close, 1), 0), 60)/(Sum(Abs($close-Ref($close, 1)), 60)+1e-12)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,
